0	0
0	-0.00988
0	-0.02123
0	-0.04146
0	-0.06665
0	-0.09272
0	-0.11665
0	-0.13715
0	-0.15474
1.11E-06	-0.17102
1.39E-06	-0.18762
1.69E-06	-0.20548
2.02E-06	-0.22474
2.39E-06	-0.24466
2.79E-06	-0.26429
3.23E-06	-0.283
3.71E-06	-0.30059
4.23E-06	-0.31749
4.80E-06	-0.33436
5.40E-06	-0.35168
6.02E-06	-0.36959
6.68E-06	-0.38807
7.34E-06	-0.40711
8.01E-06	-0.42673
8.69E-06	-0.44681
9.36E-06	-0.46688
1.00E-05	-0.48593
1.07E-05	-0.50282
1.13E-05	-0.51676
1.19E-05	-0.52752
1.26E-05	-0.5359
1.31E-05	-0.54413
1.37E-05	-0.55522
1.43E-05	-0.57231
1.48E-05	-0.59743
1.53E-05	-0.62989
1.57E-05	-0.66719
1.62E-05	-0.70576
1.66E-05	-0.74162
1.70E-05	-0.77207
1.73E-05	-0.79654
1.77E-05	-0.81608
1.80E-05	-0.83251
1.83E-05	-0.84738
1.85E-05	-0.8619
1.87E-05	-0.8764
1.89E-05	-0.88916
1.91E-05	-0.89736
1.93E-05	-0.89909
1.94E-05	-0.89418
1.95E-05	-0.88459
1.96E-05	-0.874
1.96E-05	-0.86536
1.97E-05	-0.85903
1.97E-05	-0.85425
1.96E-05	-0.8482
1.96E-05	-0.83806
1.94E-05	-0.82401
1.93E-05	-0.80536
1.90E-05	-0.78327
1.87E-05	-0.76039
1.84E-05	-0.7376
1.80E-05	-0.71696
1.76E-05	-0.69886
1.72E-05	-0.68243
1.67E-05	-0.6682
1.62E-05	-0.65626
1.57E-05	-0.64717
1.51E-05	-0.64201
1.45E-05	-0.64049
1.39E-05	-0.63995
1.34E-05	-0.63675
1.27E-05	-0.6295
1.21E-05	-0.61806
1.15E-05	-0.6017
1.09E-05	-0.58163
1.03E-05	-0.56029
9.70E-06	-0.53858
9.12E-06	-0.51627
8.56E-06	-0.4945
8.04E-06	-0.47205
7.55E-06	-0.446
7.08E-06	-0.42047
6.66E-06	-0.39914
6.28E-06	-0.38254
5.96E-06	-0.37316
5.67E-06	-0.36976
5.42E-06	-0.36798
5.20E-06	-0.36029
5.00E-06	-0.34129
4.80E-06	-0.31369
4.61E-06	-0.282
4.43E-06	-0.25194
4.27E-06	-0.22947
4.14E-06	-0.21926
4.05E-06	-0.2223
3.99E-06	-0.23383
3.99E-06	-0.24666
4.02E-06	-0.25366
4.07E-06	-0.2517
4.13E-06	-0.24472
4.20E-06	-0.24444
4.31E-06	-0.26018
4.46E-06	-0.29338
4.67E-06	-0.33944
4.90E-06	-0.38463
5.15E-06	-0.41365
5.40E-06	-0.41972
5.67E-06	-0.40811
5.96E-06	-0.38745
6.27E-06	-0.36537
6.59E-06	-0.35169
6.92E-06	-0.34727
7.27E-06	-0.34972
7.63E-06	-0.3611
8.01E-06	-0.3806
8.43E-06	-0.409
8.88E-06	-0.44754
9.38E-06	-0.49134
9.91E-06	-0.53254
1.04E-05	-0.56479
1.10E-05	-0.58151
1.14E-05	-0.57914
1.19E-05	-0.56407
1.23E-05	-0.54552
1.26E-05	-0.53098
1.29E-05	-0.52566
1.31E-05	-0.53241
1.34E-05	-0.5526
1.36E-05	-0.57711
1.39E-05	-0.5945
1.42E-05	-0.60189
1.44E-05	-0.59578
1.47E-05	-0.57747
1.49E-05	-0.56535
1.50E-05	-0.57806
1.51E-05	-0.61969
1.52E-05	-0.69157
1.53E-05	-0.77989
1.54E-05	-0.8524
1.55E-05	-0.89072
1.55E-05	-0.88616
1.56E-05	-0.83596
1.56E-05	-0.75982
1.56E-05	-0.68542
1.56E-05	-0.63262
1.55E-05	-0.61317
1.55E-05	-0.62845
1.54E-05	-0.66176
1.54E-05	-0.6892
1.53E-05	-0.70446
1.52E-05	-0.70676
1.51E-05	-0.69642
1.50E-05	-0.68884
1.50E-05	-0.69827
1.50E-05	-0.71931
1.49E-05	-0.73868
1.49E-05	-0.75104
1.48E-05	-0.74408
1.46E-05	-0.71165
1.43E-05	-0.66825
1.40E-05	-0.61804
1.36E-05	-0.56362
1.32E-05	-0.51471
